Name,Record ID,Organization Full Name,Trimmed Name,Shorthand,Type,Sub-Type,EIN,EIN searched,Parent Org,Website,Mission/Description,Network Membership,# Networks,Network Founder,Maps Managed,Tech Tools,People,Street,City,State,Zip,General Contact Email,Org Phone,Location Scope,Location Notes,Data Source,Tax Class/Subsection,Subsection Description,nonprofit class w description,NTEE Code,Goals,Category of Work,Methods,Self-Identified Ideology,Funder Type,External Schema,DFN Coding,Candid Subject,Candid Population,CC Primary Work,CC Topic(s),CC Work Area(s),CC Audiences,Link to Agora,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2016 Revenue,2015 Revenue,Full Data,FLAG FOR REVIEW,Reason for flag/review,Flagged/unflagged by,Notes,Last modified,Created by,Orgs & Funders table,Latest Tax Year (from Link to Agora),DFN 990 data,Last modified by,Ruling Year,IRS Org Name,Resolved,Resolved by,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude
Woodmen of the World Life Insurance Society,8579,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630893,,,,,,0,,,,,1305 Sanderson Dr,Hopkinsville,KY,42240,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8580,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629712,,,,,,0,,,,,PO Box 50936,Mobile,AL,36605,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8581,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,58-1689770,,,,,,0,,,,,155 Twin Creek Ct,Athens,GA,30605,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8582,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630056,,,,,,0,,,,,RR 1 Box 332,Sardis,TN,38371,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8583,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,62-1563945,,,,,,0,,,,,7429 Middle Butler Rd,Collinwood,TN,38450,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8584,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629115,,,,,,0,,,,,89 Wilmore Rd,Little Falls,NJ,7424,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8585,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628759,,,,,,0,,,,,1700 Farnam St Fl 7,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8586,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631067,,,,,,0,,,,,125 Crosscreek Dr,Anderson,SC,29621,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8587,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,42-1117195,,,,,,0,,,,,1576 Paris Trl,Woodbine,IA,51579,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8588,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,63-1006498,,,,,,0,,,,,4609 Horton Nixon Chapel Rd,Horton,AL,35980,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8589,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631026,,,,,,0,,,,,219 Gulf Rose Dr,Crowley,LA,70526,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8590,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630724,,,,,,0,,,,,910 Cass St,Deland,FL,32720,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,$0.00,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2021,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8591,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629780,,,,,,0,,,,,1860 Sunrise Cir,Centerton,AR,72719,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8592,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631100,,,,,,0,,,,,880 Pudding Swamp Rd,Lynchburg,SC,29080,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8593,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631132,,,,,,0,,,,,PO Box 328,Cordova,NC,28330,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8594,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629380,,,,,,0,,,,,1661 Cherokee Rdg,Centralia,MO,65240,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8595,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628984,,,,,,0,,,,,1130 Burkett Rd,Dover,NC,28526,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,$0.00,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2021,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8596,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630127,,,,,,0,,,,,804 Loop Rd,Knoxville,TN,37934,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8597,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630254,,,,,,0,,,,,5706 N Dixie Blvd,Odessa,TX,79762,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8598,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,75-2028147,,,,,,0,,,,,554 COUNTY ROAD 4248,PITTSBURG,TX,75686,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8599,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,55-0884013,,,,,,0,,,,,5107 Robins Rd,Henrico,VA,23231,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8600,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628889,,,,,,0,,,,,14815 Brant Rd SW,Cumberland,MD,21502,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8601,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631086,,,,,,0,,,,,4286 Sumter Hwy,Bishopville,SC,29010,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8602,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630298,,,,,,0,,,,,1466 Prairie Rose  Seguin Tx 78155-3111,Seguin,TX,78155,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8603,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,42-1172731,,,,,,0,,,,,6623 N 75th St,Omaha,NE,68122,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8604,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629602,,,,,,0,,,,,4106 Tecumseh St,High Point,NC,27265,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8605,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631061,,,,,,0,,,,,7 Walton Dr,Williamston,SC,29697,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8606,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629924,,,,,,0,,,,,480 Heads Ferry Rd,Cornelia,GA,30531,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8607,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,47-0725708,,,,,,0,,,,,1802 N 49th St,Omaha,NE,68104,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8608,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629056,,,,,,0,,,,,1700 Farnam St Fl 7,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8609,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,54-1282894,,,,,,0,,,,,1700 Farnam St,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8610,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,,,23-7145943,,,,EDUCATIONALCHARITABLE,,0,,,,,PO Box 6040,Roanoke,VA,24017,,,Community/Local - single,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$53424.00,,,$74634.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8611,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,57-0662592,,,,,,0,,,,,410 Highland Ridge Dr,Myrtle Beach,SC,29588,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8612,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629828,,,,,,0,,,,,7077 Hope Ct,Fontana,CA,92336,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8613,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630179,,,,,,0,,,,,11199 Hunters Trl,Flint,TX,75762,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Life Insurance Society,8614,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,57-0757578,,,,,,0,,,,,PO Box 82,Georgetown,SC,29442,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8615,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630042,,,,,,0,,,,,4305 N Washington Ave,Durant,OK,74701,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8616,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628954,,,,,,0,,,,,1700 Farnam St Fl 7,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,$0.00,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2021,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8617,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628963,,,,,,0,,,,,724 Whedbee Dr,Hertford,NC,27944,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
