Name,City,State,Zip,EIN,Source,Goals,Category of Work,Methods,Focus Areas
Southwestern Illinois College Community College District No 522,Belleville,IL,62221,370896981,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Healthy Futures; Veterans and Military Families
"Southwestern Vermont Council on Aging, Inc.",Rutland,VT,05701,030273983,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures
Southwestern Wisconsin Community Action Program Inc,Dodgeville,WI,53533,391053511,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Sowega Council on Aging, Incorporation",Albany,GA,31701,580965104,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Environmental Stewardship; Healthy Futures
Spirit Lake Tribe,Fort Totten,ND,58335,450314494,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Spirit of the Sun Inc,Denver,CO,80218,030442292,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Springfield College,Springfield,MA,01109,042104329,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Squam Lakes Association,Holderness,NH,03245,020256498,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
St Charles Parish,Hahnville,LA,70057,726001208,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Healthy Futures; Veterans and Military Families
St Croix Foundation for Community  Development Inc,Christiansted,VI,00820,660480131,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Education; Healthy Futures
St Johns County School District,Saint Augustine,FL,32084,596000824,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
St. Louis Area Foodbank Inc,Bridgeton,MO,63044,431253102,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
St. Louis Association of Community Organizations,Saint Louis,MO,63112,431155562,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
St. Nicks Alliance Corp.,Brooklyn,NY,11211,510192170,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
St. Paul Neighborhood Network,Saint Paul,MN,55114,411500773,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
St. Paul's Community Development Corporation,Paterson,NJ,07501,223075855,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
"St. Vincent Healthcare Foundation, Inc.",Billings,MT,59101,810468034,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Star of the Sea Foundation,Key West,FL,33040,300496670,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
State Of Idaho Department Of Labor,Boise,ID,83702,826000966,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
State of Arkansas,Little Rock,AR,72201,710847443,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"State, New Jersey Department Of",Trenton,NJ,08608,216000928,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Step Up Savannah,Savannah,GA,31401,300526014,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Healthy Futures
Step Up Women's Network,Los Angeles,CA,90013,954701468,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
Stillman College,Tuscaloosa,AL,35401,630315935,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Stony Brook University,Stony Brook,NY,11794,161514621,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Storytime Village Inc,Wichita,KS,67220,900450507,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Strategic Energy Innovations,San Rafael,CA,94903,680404081,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
Stryckers Bay Neighborhood Council Inc,New York,NY,10025,131943516,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Sullivan County,Monticello,NY,12701,146002812,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures; Veterans and Military Families
"Sumter Senior Services, Inc.",Sumter,SC,29150,570609664,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"Sunflower-Humphreys Counties Progress, Inc.",Indianola,MS,38751,640432937,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Sunset Park Health Council, Inc.",Brooklyn,NY,11220,202508411,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Surayya Anne Foundation,Tulsa,OK,74135,421745833,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
TAOS COUNTY,Taos,NM,87571,856000255,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
TEACH FOR AMERICA INC,New York,NY,10004,133541913,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
TECHNICAL COLLEGE SYSTEM OF GEORGIA,Macon,GA,31206,581839434,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
TEENSHARP A NJ NONPROFIT CORP,Wilmington,DE,19801,272246880,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education
TENNESSEE'S COMMUNITY ASSISTANCE CORPORATION,Morristown,TN,37814,621796161,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
THE BE KIND PEOPLE PROJECT,Phoenix,AZ,85018,460720140,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"THE CAREERCATCHERS, INC.",Silver Spring,MD,20910,611588740,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"THE COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",Troy,NY,12180,141490509,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
THE COMMUNITY PLACE OF GREATER ROCHESTER INC,Rochester,NY,14609,161602979,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
THE EAST END NEIGHBORHOOD HOUSE ASSOCIATION INC,Cleveland,OH,44104,340714656,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
THE HIGH ROCKS EDUCATIONAL CORPORATION,Hillsboro,WV,24946,550743755,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"THE IDA AND ASSET-BUILDING COLLABORATIVE OF NORTH CAROLINA, INC.",Raleigh,NC,27609,043728351,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
THE LORAIN COUNTY OFFICE ON AGING INC,Elyria,OH,44035,341136543,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
THE MOORE WRIGHT GROUP,Aberdeen,WA,98520,815157499,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Economic Opportunity
"THE ONESTAR NATIONAL SERVICE COMMISSION, INC.",Austin,TX,78702,200445492,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
THE OPPORTUNITY ALLIANCE,South Portland,ME,04106,010274725,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,Albany,NY,12207,141368361,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,Oswego,NY,13126,141368361,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures; Veterans and Military Families
THE SERVICE COLLABORATIVE OF WNY INC,Buffalo,NY,14203,161596462,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
"THE STUDENT CONSERVATION ASSOCIATION, INC.",Arlington,VA,22201,910880684,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
THE WRIGHT CENTER MEDICAL GROUP,Scranton,PA,18505,232772504,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
TIDES CENTER,San Francisco,CA,94129,943213100,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
TINKERS CREEK WATERSHED PARTNERS INC,Twinsburg,OH,44087,205465233,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
"TNTP, INC.",New York,NY,10018,133850158,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
TPMG CORP,San Juan,PR,00923,660893113,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services
TRI VALLEY OPPORTUNITY COUNCIL INC,Crookston,MN,56716,410888488,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"TRI-COUNTY COMMUNITY ACTION PROGRAM, INC. (TRI-COUNTY CAP)",Berlin,NH,03570,020267404,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
TRI-COUNTY OPPORTUNITIES COUNCIL,Rock Falls,IL,61071,362559180,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
TROUP COUNTY BOARD OF HEALTH,LaGrange,GA,30240,586000370,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
TRUEVINE BAPTIST CHURCH,Albuquerque,NM,87105,386152811,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Tacoma Community Boat Builders,Tacoma,WA,98421,461724422,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Talisman Therapeutic Riding, Inc",Grasonville,MD,21638,454204697,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures; Veterans and Military Families
"Teach Kentucky, Inc.",Louisville,KY,40204,204009920,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Teach Western Mass Inc.,Springfield,MA,01109,813839008,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
TeachTeam NFP,Lexington,IL,61753,822469296,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Tech Goes Home Incorporated,Boston,MA,02116,208629591,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Technovation,Menlo Park,CA,94025,208386654,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Teens Run DC,Washington,DC,20003,274735172,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Telespond Senior Services Inc,Scranton,PA,18505,237353444,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Tennessee Opportunity Programs Inc,Sparta,TN,38583,237292125,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Tennessee Respite Coalition,Nashville,TN,37214,030512876,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Tennessee Wesleyan University,Athens,TN,37303,620476661,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"TerraCorps, Inc.",Lowell,MA,01852,823881519,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
"Teton Science Schools, Inc",Jackson,WY,83001,830219163,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Texas Lutheran University,Seguin,TX,78155,741109748,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Texas Southmost College District,Brownsville,TX,78520,746002593,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Texas Tech University Health Sciences Center,Lubbock,TX,79430,752668014,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship; Healthy Futures
Texas Tribal Buffalo Project,Waelder,TX,78959,853887724,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Texoma Council of Governments,Sherman,TX,75090,751292195,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"Thames Valley Council for Community Action, Inc.",Jewett City,CT,06351,060806128,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures; Veterans and Military Families
The Albuquerque Sign Language Academy,Albuquerque,NM,87107,271007207,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The American National Red Cross,Washington,DC,20006,530196605,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services
"The Arc of United States, Inc.",Washington,DC,20006,135642032,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Archaeological Research Institute,Lawrenceburg,IN,47025,842053906,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
The Arts of Life,Chicago,IL,60612,364284473,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Ben Johnson Educational Center,Natchitoches,LA,71457,474073505,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
The Carrie Meek Foundation Inc,Opa Locka,FL,33054,352159943,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
The Center in Hollywood (formerly The Center at Blessed Sacrament),Hollywood,CA,90028,203022534,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
The Chattanooga Hamilton County Public Education Fund,Chattanooga,TN,37404,621356764,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The Chicago Tool Library Co,Chicago,IL,60624,833111020,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Chippewa Cree Tribe Of The Rocky Boy Reservation,Box Elder,MT,59521,810242827,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"The Christian City, Inc.",Union City,GA,30291,580917609,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"The DREAM Program, Inc.",East Fairfield,VT,05448,260030908,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
The Evangelical Lutheran Good Samaritan Society,Sioux Falls,SD,57108,450228055,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Food Bank for Central & Northeast Missouri,Columbia,MO,65202,431238934,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"The Food Bank for Central & Northeast Missouri, Inc",Columbia,MO,65202,431238934,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Great Basin Institute,Reno,NV,89511,880431016,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Environmental Stewardship
"The HAP Foundation, Inc.",Oakbrook Terrace,IL,60181,363820916,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Health Federation of Philadelphia,Philadelphia,PA,19109,232244355,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Helping Hand of Goodwill Industries,Kansas City,MO,64108,431125281,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Highland Center Corporation,Shreveport,LA,71104,272489481,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
The Immigration Project,Normal,IL,61761,431700482,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Institute for Diversity and Inclusion in Emergency Management,College Park,GA,30337,832976401,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services
The Iowa Children's Museum,Coralville,IA,52241,421461422,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The Jackson Zoo,Jackson,MS,39209,64-0734103,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
The Johns Hopkins University,Baltimore,MD,21218,520595110,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Just One Project,Las Vegas,NV,89108,472348577,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Learning Source,Lakewood,CO,80226,840585638,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"The Legacy Link, Inc.",Oakwood,GA,30566,582317890,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
The Maryland Book Bank,Unusable Addr,MD,Unusable Addr,46-2714742,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
The Maryland Institute,Baltimore,MD,21217,520591661,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The Mental Health Association of Oregon,Portland,OR,97232,931012686,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Mentoring Project,Seattle,WA,98109,880882247,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
The Ministry Center,Conway,AR,72032,463656474,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
The Modern Maturity Center Inc,Dover,DE,19904,510108568,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures
The Multicultural Health Institute,Sarasota,FL,34234,680384071,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship; Healthy Futures
"The New York Immigration Coalition, Inc.",New York,NY,10001,133573409,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
The Ohio Historical Society,Columbus,OH,43211,314389673,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"The Palm Beach County Literacy Coalition, Inc.",Boynton Beach,FL,33426,650169781,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
The Regents of New Mexico State University,Las Cruces,NM,88003,856000401,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Road Home,Salt Lake City,UT,84115,870212465,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
The Salvation Army,Happy Valley,OR,97086,941156347,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
The Salvation Army National Capital Area Command,Washington,DC,20020,580660607,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
The Sanneh Foundation,Saint Paul,MN,55104,562332269,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"The Scholarship Academy, Inc.",Atlanta,GA,30318,203721836,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
The Science Zone,Casper,WY,82601,201780236,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"The Storehouse Project, Inc",Milford,CT,06461,464513921,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
The Summer Learning Collaborative Inc,Wilmington,DE,19801,475494358,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The United Advocacy Group Inc,Bridgeton,NJ,08302,471257147,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The United Way of Lackawanna and Wayne Counties,Scranton,PA,18510,240824164,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
The University Heights Center for the Community Association,Seattle,WA,98105,911474131,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
The University of Iowa,Iowa City,IA,52242,426004813,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services
The University of Texas Rio Grande Valley,Edinburg,TX,78539,465292740,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
The University of the South,Sewanee,TN,37383,620475697,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Think Big Youth Organization,Midway,GA,31320,475288693,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Think Tank Inc,Springfield,OH,45502,203742833,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
Thunder Valley Community Development Corporation,Porcupine,SD,57772,208090454,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
"Tioga Opportunities, Inc.",Owego,NY,13827,160907793,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Todu Guam Foundation, Ltd.",Tamuning,GU,96913,660873399,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Healthy Futures
"Together, Inc. of Metropolitan Omaha",Omaha,NE,68108,470589290,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Tolowa Dee-ni Nation,Smith River,CA,95567,680087275,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
Top Box Foods,Chicago,IL,60654,453930886,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Town of Superior,Superior,AZ,85173,860326655,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Recovery/Relief
Trailhead Institute,Denver,CO,80202,841267213,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"Transplanting Traditions Community Farm, Inc",Chapel Hill,NC,27516,824415307,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"Travis, County of",Austin,TX,78701,746000192,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Treasure Coast Food Bank Inc,Fort Pierce,FL,34947,650123281,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"TreePeople, Inc.",Beverly Hills,CA,90210,237314838,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
Trevecca Nazarene University,Nashville,TN,37210,620497990,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
"Tri County Community Action Agency, Inc.",Bridgeton,NJ,08302,221942357,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Tri-County United Way, Inc.",Glens Falls,NY,12801,146022433,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Triangle Nonprofit & Volunteer Leadership Center, The",Durham,NC,27707,237128378,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Trident United Way,North Charleston,SC,29406,570314378,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
Triton College,River Grove,IL,60171,362537114,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures; Veterans and Military Families
Troy University,Troy,AL,36082,636001102,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Education; Healthy Futures; Veterans and Military Families
Truckee Meadows Parks Foundation,Reno,NV,89509,454837735,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Environmental Stewardship; Healthy Futures
Trustees of Boston University,Boston,MA,02215,042103547,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Trustees of Clark University,Worcester,MA,01610,042111203,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Trustees of Indiana University,Bloomington,IN,47405,356001673,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"Trustees of the University of Pennsylvania, The",Philadelphia,PA,19104,231352685,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
Tulsa Children's Museum,Tulsa,OK,74105,260904448,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Turning the Page,Washington,DC,20003,522081934,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Turtle Mountain Band of Chippewa Indians,Belcourt,ND,58316,450223071,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Healthy Futures
Tuskegee Macon County Comunity Development Corporation,Tuskegee,AL,36083,631207935,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
"Twin Cities Habitat for Humanity, Inc.",Saint Paul,MN,55104,363363171,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
