"","Name","Record ID","Organization Full Name","Trimmed Name","Shorthand","Type","Sub-Type","EIN","EIN searched","Parent Org","Website","Mission/Description","Network Membership","# Networks","Network Founder","Maps Managed","Tech Tools","People","Street","City","State","Zip","General Contact Email","Org Phone","Location Scope","Location Notes","Data Source","Tax Class/Subsection","Subsection Description","nonprofit class w description","NTEE Code","Goals","Category of Work","Methods","Self-Identified Ideology","Funder Type","External Schema","DFN Coding","Candid Subject","Candid Population","CC Primary Work","CC Topic(s)","CC Work Area(s)","CC Audiences","Link to Agora","2022 Revenue","2021 Revenue","2020 Revenue","2019 Revenue","2018 Revenue","2017 Revenue","2016 Revenue","2015 Revenue","Full Data","FLAG FOR REVIEW","Reason for flag/review","Flagged/unflagged by","Notes","Last modified","Created by","Orgs & Funders table","Latest Tax Year (from Link to Agora)","DFN 990 data","Last modified by","Ruling Year","IRS Org Name","Resolved","Resolved by","Organization does not exist","Organization does not meet criteria for inclusion","Notes about not meeting criteria","Latitude","Longitude","lat","long"
"1473","Woodmen of the World Life Insurance Society",8727,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","71-0652594",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1700 FARNAM ST","OMAHA","NE",68102,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.2587459,-95.9383758
"1474","Woodmen of the World Life Insurance Society",8728,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1584521",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"16 Caboose Ct SW","Cartersville","GA",30120,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1652304,-84.7997613
"1475","Woodmen of the World Life Insurance Society",8729,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","51-0171032",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2450 Willingham Rd","Abbeville","GA",31001,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.9921223,-83.3068243
"1476","Woodmen of the World Life Insurance Society",8730,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","85-0292346",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1007 Hendrix Ave","Alamogordo","NM",88310,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.8998822,-105.9602081
"1477","Woodmen of the World Life Insurance Society",8731,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630069",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"7320 Twin Creek Rd","Knoxville","TN",37920,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.9603948,-83.9210261
"1478","Woodmen of the World Life Insurance Society",8732,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629905",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"5087 Ga Highway 358","Danville","GA",31017,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.6057103,-83.2454361
"1479","Woodmen of the World Life Insurance Society",8733,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629878",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"155 Coulter Lake Rd","Macon","GA",31211,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.8406946,-83.6324022
"1480","Woodmen of the World Life Insurance Society",8734,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","59-2490882",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1766 Mutual Rd","Alford","FL",32420,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,28.0743218,-82.2054703
"1481","Woodmen of the World Life Insurance Society",8735,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630596",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"19 FREDERICK ST","RINCON","GA",31326,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.2960289,-81.2353905
"1482","Woodmen of the World Life Insurance Society",8736,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","75-2087740",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"17013 CR 4561","NORMANGEE","TX",77871,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.0297095,-96.1169986
"1483","Woodmen of the World Life Insurance Society",8737,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629513",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"343 Williamson Rd","Templeton","PA",16259,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/13/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,40.9172865,-79.4608769
"1484","Woodmen of the World Life Insurance Society",8738,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7419237",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3706 Waterloo Rd","Russellville","AL",35653,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.5068228,-87.7290264
"1485","Woodmen of the World Life Insurance Society",8739,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629014",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"31 Elizabeth Crocket Dr","Swannanoa","NC",28778,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.5998286,-82.4033934
"1486","Woodmen of the World Life Insurance Society",8740,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629882",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3517 Lori Ln","Duluth","GA",30096,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.0028569,-84.1441046
"1487","Woodmen of the World Life Insurance Society",8741,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630919",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 434","Kuttawa","KY",42055,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,37.0589425,-88.1325257
"1488","Woodmen of the World Life Insurance Society",8742,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,NA,NA,"23-7631027",NA,NA,NA,"SOCIAL WELFARE OF THE COMMUNITY",NA,0,NA,NA,NA,NA,"1806 Oscar St","Abbeville","LA",70510,NA,NA,"Community/Local - single",NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,29.9746502,-92.1342921
"1489","Woodmen of the World Life Insurance Society",8743,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630209",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 711","Bertram","TX",78605,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.7437645,-98.0554349
"1490","Woodmen of the World Life Insurance Society",8744,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630426",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4054 Westover Dr","Danville","VA",24541,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,36.5879877,-79.3916713
"1491","Woodmen of the World Life Insurance Society",8745,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","62-1564801",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1465 Burnett Mills Rd","Bolivar","TN",38008,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.2561937,-88.9878389
"1492","Woodmen of the World Life Insurance Society",8746,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630895",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"10011 National Tpke","Fairdale","KY",40118,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,38.1050689,-85.7588502
"1493","Woodmen of the World Life Insurance Society",8747,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629069",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"624 Vinegar Hill Rd","Tabor City","NC",28463,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.1487804,-78.8766916
"1494","Woodmen of the World Life Insurance Society",8748,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630052",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1303 W Main Ave","Obion","TN",38240,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,36.2589567,-89.1917353
"1495","Woodmen of the World Life Insurance Society",8749,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","57-0819944",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"155 Lorans Dr","Lamar","SC",29069,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.1690224,-80.0625149
"1496","Woodmen of the World Life Insurance Society",8750,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630436",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"5108 Old Franklin Tpke","Glade Hill","VA",24092,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","Woodmen of the World Life Insurance Society",8751,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631081",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"602 Pee Dee Church Rd","Dillon","SC",29536,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.4165391,-79.3713948
"1498","Woodmen of the World Life Insurance Society",8752,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","54-1264324",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"14594 W Blue Grass Trl","Bland","VA",24315,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,37.1020628,-81.1162022
"1499","Woodmen of the World Life Insurance Society",8753,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7433498",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1197 Mud Creek Rd","Newberry","SC",29108,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.2753247,-81.6188633
"1500","Woodmen of the World Life Insurance Society",8754,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","74-2710828",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"19 Helen Cir","Southside","AR",72501,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.7155972,-91.6291699
"1501","Woodmen of the World Life Insurance Society",8755,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631038",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"331 E Racca Rd","Jennings","LA",70546,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.2224284,-92.657085
